COMUNE PROVENIENZA,STATO PROVENIENZA,PR PROVENIENZA,DATA
SAN DONÀ DI PIAVE,ITALIA,VE,2006-02-16
SAN DONÀ DI PIAVE,ITALIA,VE,2008-03-16
SAN DONÀ DI PIAVE,ITALIA,VE,2016-05-29
MUSILE DI PIAVE,ITALIA,VE,2013-12-04
JESOLO,ITALIA,VE,2018-05-22
,BANGLADESH,,2014-06-07
MUSILE DI PIAVE,ITALIA,VE,2000-03-11
SAN DONÀ DI PIAVE,ITALIA,VE,2018-06-29
SAN DONÀ DI PIAVE,ITALIA,VE,2018-06-29
SAN DONÀ DI PIAVE,ITALIA,VE,2018-06-29
NOVENTA DI PIAVE,ITALIA,VE,2016-06-22
PARMA,ITALIA,PR,2013-07-27
,INDIA,,2015-06-27
,INDIA,,2010-02-16
JESOLO,ITALIA,VE,2005-10-25
JESOLO,ITALIA,VE,2005-10-25
JESOLO,ITALIA,VE,2005-10-25
,POLONIA,,2013-06-29
GENOVA,ITALIA,GE,2020-03-09
GENOVA,ITALIA,GE,2020-03-09
FROSINONE,ITALIA,FR,2005-07-05
,PAESI BASSI,,2002-06-24
NOVENTA DI PIAVE,ITALIA,VE,2016-08-24
NOVENTA DI PIAVE,ITALIA,VE,2016-08-24
NOVENTA DI PIAVE,ITALIA,VE,2016-08-24
TORINO,ITALIA,TO,2011-07-16
,ROMANIA,,2011-09-15
ROMA,ITALIA,RM,2003-05-02
SAN DONÀ DI PIAVE,ITALIA,VE,2007-08-12
SAN DONÀ DI PIAVE,ITALIA,VE,2009-05-29
ROMA,ITALIA,RM,2003-05-02
ROMA,ITALIA,RM,2002-11-18
ROMA,ITALIA,RM,2002-10-22
ROMA,ITALIA,RM,2003-05-02
ROMA,ITALIA,RM,2003-02-11
JESOLO,ITALIA,VE,2002-09-24
SIANO,ITALIA,SA,2008-09-08
SIANO,ITALIA,SA,2008-09-08
SIANO,ITALIA,SA,2008-09-08
,EGITTO,,2015-11-16
SAN DONÀ DI PIAVE,ITALIA,VE,2017-11-10
SAN DONÀ DI PIAVE,ITALIA,VE,2016-02-15
SAN DONÀ DI PIAVE,ITALIA,VE,2016-02-15
BRESSO,ITALIA,MI,2014-11-08
,EGITTO,,2018-03-13
MOTTA DI LIVENZA,ITALIA,TV,2009-09-29
CAMPONOGARA,ITALIA,VE,2004-08-26
SAN DONÀ DI PIAVE,ITALIA,VE,2002-10-24
MUSILE DI PIAVE,ITALIA,VE,2016-11-02
MEOLO,ITALIA,VE,2010-06-26
CAORLE,ITALIA,VE,2000-04-06
SAN DONÀ DI PIAVE,ITALIA,VE,2006-09-25
SANTO STINO DI LIVENZA,ITALIA,VE,2001-10-23
CEGGIA,ITALIA,VE,2014-02-05
SAN DONÀ DI PIAVE,ITALIA,VE,2020-09-08
,ALBANIA,,2020-06-10
MUSILE DI PIAVE,ITALIA,VE,2001-10-13
SAN DONÀ DI PIAVE,ITALIA,VE,2011-08-31
JESOLO,ITALIA,VE,2016-10-17
JESOLO,ITALIA,VE,2004-12-30
MUSILE DI PIAVE,ITALIA,VE,2017-04-10
,SENEGAL,,2016-07-22
MUSILE DI PIAVE,ITALIA,VE,2000-07-18
TORRE DI MOSTO,ITALIA,VE,2002-10-29
TORRE DI MOSTO,ITALIA,VE,2004-09-06
SANTO STINO DI LIVENZA,ITALIA,VE,2003-03-26
MUSILE DI PIAVE,ITALIA,VE,2014-04-29
GOLASECCA,ITALIA,VA,2019-02-06
MUSILE DI PIAVE,ITALIA,VE,2003-10-27
SAN DONÀ DI PIAVE,ITALIA,VE,2007-11-14
PADOVA,ITALIA,PD,2016-04-15
SAN DONÀ DI PIAVE,ITALIA,VE,2006-04-23
SAN DONÀ DI PIAVE,ITALIA,VE,2011-07-01
ZENSON DI PIAVE,ITALIA,TV,2012-03-06
SAN DONÀ DI PIAVE,ITALIA,VE,2005-12-14
JESOLO,ITALIA,VE,2000-10-14
TORRE DI MOSTO,ITALIA,VE,2020-02-11
NOVENTA DI PIAVE,ITALIA,VE,2004-01-13
MUSILE DI PIAVE,ITALIA,VE,2005-08-24
,QATAR,,2012-12-21
SANTO STINO DI LIVENZA,ITALIA,VE,2007-01-02
CEGGIA,ITALIA,VE,2016-03-03
MUSILE DI PIAVE,ITALIA,VE,2006-01-23
NOVENTA DI PIAVE,ITALIA,VE,2004-01-13
ERACLEA,ITALIA,VE,2020-06-23
SAN DONÀ DI PIAVE,ITALIA,VE,2015-01-10
SAN DONÀ DI PIAVE,ITALIA,VE,2007-04-23
MARCON,ITALIA,VE,2019-04-19
SAN DONÀ DI PIAVE,ITALIA,VE,2016-03-30
SAN DONÀ DI PIAVE,ITALIA,VE,2007-12-04
JESOLO,ITALIA,VE,2008-05-13
MEOLO,ITALIA,VE,2016-10-22
QUARTO D'ALTINO,ITALIA,VE,2010-01-21
SAN DONÀ DI PIAVE,ITALIA,VE,2011-10-24
SAN DONÀ DI PIAVE,ITALIA,VE,2016-04-22
SAN DONÀ DI PIAVE,ITALIA,VE,2001-10-15
MILANO,ITALIA,MI,2008-12-09
BERGAMO,ITALIA,BG,2020-07-01
SAN DONÀ DI PIAVE,ITALIA,VE,2005-08-04
SAN DONÀ DI PIAVE,ITALIA,VE,2008-07-08
PARTINICO,ITALIA,PA,2005-01-21
MUSILE DI PIAVE,ITALIA,VE,2006-04-14
MUSILE DI PIAVE,ITALIA,VE,2020-02-24
FOSSALTA DI PIAVE,ITALIA,VE,2019-01-21
SAN DONÀ DI PIAVE,ITALIA,VE,2019-12-03
MUSILE DI PIAVE,ITALIA,VE,2006-04-14
MUSILE DI PIAVE,ITALIA,VE,2006-04-14
SPINEA,ITALIA,VE,2013-01-11
SAN DONÀ DI PIAVE,ITALIA,VE,2015-07-07
MUSILE DI PIAVE,ITALIA,VE,2017-05-25
SELARGIUS,ITALIA,CA,2015-09-15
SALGAREDA,ITALIA,TV,2002-01-30
SALGAREDA,ITALIA,TV,2002-01-30
SANTA MARIA CAPUA VETERE,ITALIA,CE,2015-09-07
SANTA MARIA CAPUA VETERE,ITALIA,CE,2015-09-07
CAMPOLONGO MAGGIORE,ITALIA,VE,2019-03-27
VENEZIA,ITALIA,VE,2017-12-23
PAOLA,ITALIA,CS,2020-07-21
FOSSALTA DI PIAVE,ITALIA,VE,2020-01-28
,ROMANIA,,2001-10-16
,PERÙ,,2011-05-13
,ROMANIA,,2007-07-16
,GERMANIA,,2018-05-02
SAN DONÀ DI PIAVE,ITALIA,VE,2008-09-26
SAN DONÀ DI PIAVE,ITALIA,VE,2012-04-14
MUSILE DI PIAVE,ITALIA,VE,2005-05-17
SAN DONÀ DI PIAVE,ITALIA,VE,2010-07-03
PIOVE DI SACCO,ITALIA,PD,2017-11-25
LOREGGIA,ITALIA,PD,2014-02-22
JESOLO,ITALIA,VE,2007-07-19
SAN DONÀ DI PIAVE,ITALIA,VE,2012-12-09
SAN DONÀ DI PIAVE,ITALIA,VE,2010-04-15
SAN DONÀ DI PIAVE,ITALIA,VE,2012-12-09
,MAROCCO,,2018-07-03
ERACLEA,ITALIA,VE,2008-09-22
ACERRA,ITALIA,NA,2018-11-17
FOSSALTA DI PIAVE,ITALIA,VE,2010-10-16
MEOLO,ITALIA,VE,2000-11-09
SAN DONÀ DI PIAVE,ITALIA,VE,2000-12-01
ERACLEA,ITALIA,VE,2019-10-15
SAN DONÀ DI PIAVE,ITALIA,VE,2004-09-18
MOTTA SANT'ANASTASIA,ITALIA,CT,2014-09-30
ERACLEA,ITALIA,VE,2014-03-07
ERACLEA,ITALIA,VE,2003-07-22
BELMONTE MEZZAGNO,ITALIA,PA,2003-10-07
BENEVENTO,ITALIA,BN,2015-09-14
MANSUÈ,ITALIA,TV,2013-12-20
JESOLO,ITALIA,VE,2005-07-12
SAN DONÀ DI PIAVE,ITALIA,VE,2012-06-24
JESOLO,ITALIA,VE,2019-09-06
RONCADE,ITALIA,TV,2005-12-22
SAN DONÀ DI PIAVE,ITALIA,VE,2014-04-22
JESOLO,ITALIA,VE,2011-05-03
SAN DONÀ DI PIAVE,ITALIA,VE,2009-04-30
NOVENTA DI PIAVE,ITALIA,VE,2003-08-23
FOSSALTA DI PIAVE,ITALIA,VE,2020-06-04
VENEZIA,ITALIA,VE,2002-01-05
SAN DONÀ DI PIAVE,ITALIA,VE,2001-04-24
CEGGIA,ITALIA,VE,2005-08-24
NOVENTA DI PIAVE,ITALIA,VE,2017-02-06
SAN DONÀ DI PIAVE,ITALIA,VE,2012-11-10
SAN DONÀ DI PIAVE,ITALIA,VE,2019-09-06
FOSSALTA DI PIAVE,ITALIA,VE,2008-05-30
SAN DONÀ DI PIAVE,ITALIA,VE,2012-11-10
NOVENTA DI PIAVE,ITALIA,VE,2018-07-11
SAN DONÀ DI PIAVE,ITALIA,VE,2006-06-30
JESOLO,ITALIA,VE,2016-07-23
SAN DONÀ DI PIAVE,ITALIA,VE,2016-04-15
CAGLI,ITALIA,PU,2019-09-28
,BRASILE,,2019-05-17
,BRASILE,,2019-06-28
,BRASILE,,2016-08-18
DESENZANO DEL GARDA,ITALIA,BS,2018-08-25
DESENZANO DEL GARDA,ITALIA,BS,2018-08-25
DESENZANO DEL GARDA,ITALIA,BS,2018-08-25
DESENZANO DEL GARDA,ITALIA,BS,2018-08-25
,THAILANDIA,,2013-11-13
VENEZIA,ITALIA,VE,2015-10-03
SAN DONÀ DI PIAVE,ITALIA,VE,2004-10-29
MEOLO,ITALIA,VE,2003-07-30
MOTTA DI LIVENZA,ITALIA,TV,2000-08-03
MOTTA DI LIVENZA,ITALIA,TV,2000-08-03
MOTTA DI LIVENZA,ITALIA,TV,2000-08-03
MARSALA,ITALIA,TP,2003-11-04
MARSALA,ITALIA,TP,2003-11-04
MARSALA,ITALIA,TP,2003-11-04
MARSALA,ITALIA,TP,2003-11-04
,ALBANIA,,2016-06-21
NOVENTA DI PIAVE,ITALIA,VE,2016-01-14
CERIGNOLA,ITALIA,FG,2005-09-27
NOVENTA DI PIAVE,ITALIA,VE,2002-06-29
FOSSALTA DI PIAVE,ITALIA,VE,2010-05-04
ERACLEA,ITALIA,VE,2020-01-03
JESOLO,ITALIA,VE,2012-06-26
SAN DONÀ DI PIAVE,ITALIA,VE,2011-07-08
SAN DONÀ DI PIAVE,ITALIA,VE,2017-10-17
JESOLO,ITALIA,VE,2004-11-29
JESOLO,ITALIA,VE,2008-02-12
SAN DONÀ DI PIAVE,ITALIA,VE,2016-02-10
SAN DONÀ DI PIAVE,ITALIA,VE,2017-11-23
MUSILE DI PIAVE,ITALIA,VE,2016-01-16
FOSSALTA DI PIAVE,ITALIA,VE,2010-11-17
SAN DONÀ DI PIAVE,ITALIA,VE,2014-08-05
JESOLO,ITALIA,VE,2009-12-05
SAN DONÀ DI PIAVE,ITALIA,VE,2016-03-14
ERACLEA,ITALIA,VE,2010-12-06
JESOLO,ITALIA,VE,2016-08-04
MUSILE DI PIAVE,ITALIA,VE,2004-03-30
JESOLO,ITALIA,VE,2020-10-23
TARQUINIA,ITALIA,VT,2002-11-08
CASCINA,ITALIA,PI,2010-08-16
CERVIGNANO DEL FRIULI,ITALIA,UD,2011-05-30
DOMODOSSOLA,ITALIA,VB,2018-04-05
,BANGLADESH,,2020-09-07
PATTI,ITALIA,ME,2005-12-05
TORRE BOLDONE,ITALIA,BG,2019-12-20
MUSILE DI PIAVE,ITALIA,VE,2009-11-17
SAN DONÀ DI PIAVE,ITALIA,VE,2019-02-04
NOVENTA DI PIAVE,ITALIA,VE,2018-09-05
JESOLO,ITALIA,VE,2003-11-07
SAN DONÀ DI PIAVE,ITALIA,VE,2003-07-09
GORIZIA,ITALIA,GO,2000-02-15
SALGAREDA,ITALIA,TV,2018-05-24
VENEZIA,ITALIA,VE,2013-02-25
SAN DONÀ DI PIAVE,ITALIA,VE,2003-07-09
NOVENTA DI PIAVE,ITALIA,VE,2006-03-02
NOVENTA DI PIAVE,ITALIA,VE,2017-05-17
JESOLO,ITALIA,VE,2003-11-07
NOVENTA DI PIAVE,ITALIA,VE,2006-03-02
JESOLO,ITALIA,VE,2005-07-27
SAN DONÀ DI PIAVE,ITALIA,VE,2003-07-09
MEOLO,ITALIA,VE,2010-07-13
MEOLO,ITALIA,VE,2010-05-03
SAN DONÀ DI PIAVE,ITALIA,VE,2013-03-08
SAN DONÀ DI PIAVE,ITALIA,VE,2020-11-05
ROMA,ITALIA,RM,2020-07-29
SAN DONÀ DI PIAVE,ITALIA,VE,2017-05-25
,BANGLADESH,,2012-01-28
PALERMO,ITALIA,PA,2020-08-06
MEOLO,ITALIA,VE,2010-07-13
,BANGLADESH,,2020-05-06
,BANGLADESH,,2019-11-08
ROMA,ITALIA,RM,2019-11-06
,BANGLADESH,,2015-06-29
ROMA,ITALIA,RM,2019-11-06
ROMA,ITALIA,RM,2019-11-06
ROMA,ITALIA,RM,2019-11-06
MADDALONI,ITALIA,CE,2004-04-15
SAN DONÀ DI PIAVE,ITALIA,VE,2013-03-18
SAN DONÀ DI PIAVE,ITALIA,VE,2007-07-29
ARZANO,ITALIA,NA,2009-03-10
,SENEGAL,,2011-10-20
,GAMBIA,,2017-11-16
,CILE,,2019-05-11
BASSANO DEL GRAPPA,ITALIA,VI,2006-06-29
TREVISO,ITALIA,TV,2017-07-21
CAORLE,ITALIA,VE,2010-05-10
PAESE,ITALIA,TV,2008-05-10
ERACLEA,ITALIA,VE,2004-01-28
SAN DONÀ DI PIAVE,ITALIA,VE,2000-06-23
SAN DONÀ DI PIAVE,ITALIA,VE,2004-06-15
NOVENTA DI PIAVE,ITALIA,VE,2011-06-27
PAESE,ITALIA,TV,2012-06-25
SAN DONÀ DI PIAVE,ITALIA,VE,2015-06-20
NOVENTA DI PIAVE,ITALIA,VE,2011-06-27
CASIER,ITALIA,TV,2014-10-14
FERRARA,ITALIA,FE,2009-08-31
SAN DONÀ DI PIAVE,ITALIA,VE,2002-01-21
MUSILE DI PIAVE,ITALIA,VE,2002-05-27
CEGGIA,ITALIA,VE,2012-06-06
JESOLO,ITALIA,VE,2000-11-24
LENTATE SUL SEVESO,ITALIA,MI,2004-09-29
CEGGIA,ITALIA,VE,2012-05-29
JESOLO,ITALIA,VE,2003-05-03
CEGGIA,ITALIA,VE,2012-06-06
SAN DONÀ DI PIAVE,ITALIA,VE,2007-12-27
SAN STINO DI LIVENZA,ITALIA,VE,2019-11-02
SAN DONÀ DI PIAVE,ITALIA,VE,2011-09-12
CEGGIA,ITALIA,VE,2018-01-20
MUSILE DI PIAVE,ITALIA,VE,2018-02-02
MUSILE DI PIAVE,ITALIA,VE,2009-04-11
BOLZANO,ITALIA,BZ,2007-11-24
MUSILE DI PIAVE,ITALIA,VE,2014-07-31
FELTRE,ITALIA,BL,2018-09-03
MUSILE DI PIAVE,ITALIA,VE,2014-07-31
CEGGIA,ITALIA,VE,2011-04-22
CEGGIA,ITALIA,VE,2018-01-20
SAN DONÀ DI PIAVE,ITALIA,VE,2005-08-25
SAN DONÀ DI PIAVE,ITALIA,VE,2011-08-27
PERGINE VALSUGANA,ITALIA,TN,2020-10-27
SAN DONÀ DI PIAVE,ITALIA,VE,2016-08-24
SAN DONÀ DI PIAVE,ITALIA,VE,2000-04-24
JESOLO,ITALIA,VE,2016-10-01
JESOLO,ITALIA,VE,2000-07-05
JESOLO,ITALIA,VE,2016-10-01
CHIARANO,ITALIA,TV,2014-04-04
SAN BIAGIO DI CALLALTA,ITALIA,TV,2007-05-17
ERACLEA,ITALIA,VE,2005-02-15
JESOLO,ITALIA,VE,2005-10-07
,AFGHANISTAN,,2018-05-28
MUSILE DI PIAVE,ITALIA,VE,2016-04-07
META,ITALIA,NA,2019-08-30
SAN DONÀ DI PIAVE,ITALIA,VE,2007-11-12
SAN DONÀ DI PIAVE,ITALIA,VE,2010-12-03
DOLO,ITALIA,VE,2015-11-16
PUTIGNANO,ITALIA,BA,2017-02-22
SAN DONÀ DI PIAVE,ITALIA,VE,2015-03-19
,ROMANIA,,2007-11-10
,UCRAINA,,2013-01-21
,UCRAINA,,2011-11-30
,MOLDOVA,,2011-07-21
,MOLDOVA,,2017-09-01
MUSILE DI PIAVE,ITALIA,VE,2013-06-28
TREVISO,ITALIA,TV,2013-04-17
TREVISO,ITALIA,TV,2013-04-17
TREVISO,ITALIA,TV,2013-04-17
MUSILE DI PIAVE,ITALIA,VE,2008-09-03
,BURKINA FASO,,2020-05-26
,BURKINA FASO,,2018-07-12
MUSILE DI PIAVE,ITALIA,VE,2011-09-03
SAN DONÀ DI PIAVE,ITALIA,VE,2012-06-04
SAN DONÀ DI PIAVE,ITALIA,VE,2016-04-22
,BANGLADESH,,2018-03-28
SAN DONÀ DI PIAVE,ITALIA,VE,2019-02-10
ROMA,ITALIA,RM,2017-02-18
,MAROCCO,,2017-10-31
SAN BIAGIO DI CALLALTA,ITALIA,TV,2012-11-27
,ROMANIA,,2018-07-03
SAN DONÀ DI PIAVE,ITALIA,VE,2001-09-13
JESOLO,ITALIA,VE,2011-05-09
SAN DONÀ DI PIAVE,ITALIA,VE,2012-06-27
MUSILE DI PIAVE,ITALIA,VE,2008-08-07
SAN DONÀ DI PIAVE,ITALIA,VE,2002-02-25
SAN DONÀ DI PIAVE,ITALIA,VE,2009-09-05
PIAZZOLA SUL BRENTA,ITALIA,PD,2019-02-23
SAN DONÀ DI PIAVE,ITALIA,VE,2003-04-03
MUSILE DI PIAVE,ITALIA,VE,2008-08-07
MUSILE DI PIAVE,ITALIA,VE,2004-02-28
SAN DONÀ DI PIAVE,ITALIA,VE,2003-07-04
NOALE,ITALIA,VE,2011-02-02
MONFALCONE,ITALIA,GO,2017-10-18
SAN DONÀ DI PIAVE,ITALIA,VE,2005-10-09
CASALE SUL SILE,ITALIA,TV,2019-09-13
ERACLEA,ITALIA,VE,2020-01-14
MUSILE DI PIAVE,ITALIA,VE,2001-12-27
NOVENTA DI PIAVE,ITALIA,VE,2013-03-19
MUSILE DI PIAVE,ITALIA,VE,2016-08-08
MASERADA SUL PIAVE,ITALIA,TV,2020-06-12
SAN DONÀ DI PIAVE,ITALIA,VE,2005-04-21
QUARTO D'ALTINO,ITALIA,VE,2005-01-05
ERACLEA,ITALIA,VE,2000-11-03
SAN DONÀ DI PIAVE,ITALIA,VE,2007-11-12
ERACLEA,ITALIA,VE,2017-03-31
ERACLEA,ITALIA,VE,2007-09-14
NOALE,ITALIA,VE,2003-11-03
ERACLEA,ITALIA,VE,2007-09-14
SAN DONÀ DI PIAVE,ITALIA,VE,2009-10-07
CARINI,ITALIA,PA,2018-09-14
CARINI,ITALIA,PA,2005-11-08
CEGGIA,ITALIA,VE,2019-08-30
CEGGIA,ITALIA,VE,2019-08-30
SAN DONÀ DI PIAVE,ITALIA,VE,2020-09-01
FOSSALTA DI PIAVE,ITALIA,VE,2015-09-19
MARTELLAGO,ITALIA,VE,2005-01-10
SAN DONÀ DI PIAVE,ITALIA,VE,2006-10-03
SAN DONÀ DI PIAVE,ITALIA,VE,2003-02-06
SAN DONÀ DI PIAVE,ITALIA,VE,2007-11-07
VENEZIA,ITALIA,VE,2007-07-11
SAN DONÀ DI PIAVE,ITALIA,VE,2003-10-08
SAN DONÀ DI PIAVE,ITALIA,VE,2010-09-27
NOVENTA DI PIAVE,ITALIA,VE,2000-06-24
NOVENTA DI PIAVE,ITALIA,VE,2005-04-08
MARENO DI PIAVE,ITALIA,TV,2007-02-13
SAN DONÀ DI PIAVE,ITALIA,VE,2000-10-30
MARTELLAGO,ITALIA,VE,2011-02-12
SAN DONÀ DI PIAVE,ITALIA,VE,2003-02-13
SPINEA,ITALIA,VE,2004-05-24
ALGHERO,ITALIA,SS,2001-07-02
ALGHERO,ITALIA,SS,2018-04-18
SAN DONÀ DI PIAVE,ITALIA,VE,2017-01-06
MUSILE DI PIAVE,ITALIA,VE,2007-12-27
NOVENTA DI PIAVE,ITALIA,VE,2016-08-24
SAN DONÀ DI PIAVE,ITALIA,VE,2003-10-22
CAORLE,ITALIA,VE,2011-06-06
PRAMAGGIORE,ITALIA,VE,2017-05-11
PRAMAGGIORE,ITALIA,VE,2017-05-11
SAN DONÀ DI PIAVE,ITALIA,VE,2009-03-04
PRAMAGGIORE,ITALIA,VE,2017-05-11
MEOLO,ITALIA,VE,2015-07-13
SAN DONÀ DI PIAVE,ITALIA,VE,2000-05-02
SAN DONÀ DI PIAVE,ITALIA,VE,2017-01-06
MEOLO,ITALIA,VE,2019-09-28
MUSILE DI PIAVE,ITALIA,VE,2007-12-27
FOSSALTA DI PIAVE,ITALIA,VE,2012-03-03
ERACLEA,ITALIA,VE,2007-05-02
SAN DONÀ DI PIAVE,ITALIA,VE,2008-05-05
NOVENTA DI PIAVE,ITALIA,VE,2011-07-20
ERACLEA,ITALIA,VE,2004-10-19
JESOLO,ITALIA,VE,2002-12-27
SAN DONÀ DI PIAVE,ITALIA,VE,2006-02-11
MEOLO,ITALIA,VE,2003-10-14
SAN DONÀ DI PIAVE,ITALIA,VE,2009-07-27
SAN DONÀ DI PIAVE,ITALIA,VE,2000-03-30
SAN DONÀ DI PIAVE,ITALIA,VE,2003-06-10
VENEZIA,ITALIA,VE,2001-09-25
JESOLO,ITALIA,VE,2010-02-02
JESOLO,ITALIA,VE,2012-06-05
CAVALLINO-TREPORTI,ITALIA,VE,2009-07-17
SAN DONÀ DI PIAVE,ITALIA,VE,2010-11-07
MUSILE DI PIAVE,ITALIA,VE,2006-08-25
MUSILE DI PIAVE,ITALIA,VE,2006-08-25
VENEZIA,ITALIA,VE,2016-08-01
QUARTO D'ALTINO,ITALIA,VE,2020-05-07
MUSILE DI PIAVE,ITALIA,VE,2016-03-19
BERGAMO,ITALIA,BG,2016-02-15
MUSILE DI PIAVE,ITALIA,VE,2016-03-19
JESOLO,ITALIA,VE,2003-09-11
SAN DONÀ DI PIAVE,ITALIA,VE,2010-02-16
VENEZIA,ITALIA,VE,2005-08-04
CAGLIARI,ITALIA,CA,2019-10-04
CAGLIARI,ITALIA,CA,2019-10-04
MEOLO,ITALIA,VE,2019-06-05
JESOLO,ITALIA,VE,2018-09-13
PIOVE DI SACCO,ITALIA,PD,2014-08-06
SAN DONÀ DI PIAVE,ITALIA,VE,2011-03-31
CEGGIA,ITALIA,VE,2013-08-16
SANTO STINO DI LIVENZA,ITALIA,VE,2003-10-25
CHIOGGIA,ITALIA,VE,2007-06-20
VENEZIA,ITALIA,VE,2002-07-19
VENEZIA,ITALIA,VE,2005-09-15
VENEZIA,ITALIA,VE,2003-11-05
SANTO STINO DI LIVENZA,ITALIA,VE,2003-10-25
SAN DONÀ DI PIAVE,ITALIA,VE,2006-09-18
CAGLIARI,ITALIA,CA,2019-10-04
PALERMO,ITALIA,PA,2019-03-04
PALERMO,ITALIA,PA,2018-08-23
PALERMO,ITALIA,PA,2019-05-17
PALERMO,ITALIA,PA,2018-08-23
PALERMO,ITALIA,PA,2020-09-07
PALERMO,ITALIA,PA,2018-08-10
JESOLO,ITALIA,VE,2011-03-30
VIMERCATE,ITALIA,MB,2011-09-05
VIMERCATE,ITALIA,MB,2011-09-05
GARGNANO,ITALIA,BS,2011-09-06
VIMERCATE,ITALIA,MB,2011-09-05
SAN DONÀ DI PIAVE,ITALIA,VE,2018-10-11
SACILE,ITALIA,PN,2018-07-07
MARCON,ITALIA,VE,2015-12-19
SAN DONÀ DI PIAVE,ITALIA,VE,2012-10-12
FERRANDINA,ITALIA,MT,2006-11-07
NOVENTA DI PIAVE,ITALIA,VE,2015-09-03
SAN DONÀ DI PIAVE,ITALIA,VE,2005-07-12
SAN DONÀ DI PIAVE,ITALIA,VE,2000-05-22
MEOLO,ITALIA,VE,2007-03-31
MEOLO,ITALIA,VE,2009-10-27
MEOLO,ITALIA,VE,2015-07-13
NOVENTA DI PIAVE,ITALIA,VE,2020-01-24
NOVENTA DI PIAVE,ITALIA,VE,2020-01-24
NOVENTA DI PIAVE,ITALIA,VE,2020-01-24
VENEZIA,ITALIA,VE,2002-07-19
SALERNO,ITALIA,SA,2018-08-24
SAN DONÀ DI PIAVE,ITALIA,VE,2018-03-03
MUSILE DI PIAVE,ITALIA,VE,2014-07-07
FOSSALTA DI PIAVE,ITALIA,VE,2016-09-14
SAN DONÀ DI PIAVE,ITALIA,VE,2001-02-07
JESOLO,ITALIA,VE,2001-01-05
ANCONA,ITALIA,AN,2017-06-20
SAN DONÀ DI PIAVE,ITALIA,VE,2014-05-26
SAN DONÀ DI PIAVE,ITALIA,VE,2009-06-09
SAN DONÀ DI PIAVE,ITALIA,VE,2012-04-19
SAN DONÀ DI PIAVE,ITALIA,VE,2012-02-22
SAN DONÀ DI PIAVE,ITALIA,VE,2010-11-10
,AUSTRALIA,,2020-10-30
NOVENTA DI PIAVE,ITALIA,VE,2017-06-10
PORDENONE,ITALIA,PN,2008-07-03
SALGAREDA,ITALIA,TV,2015-12-29
SAN DONÀ DI PIAVE,ITALIA,VE,2003-01-27
MONASTIER DI TREVISO,ITALIA,TV,2015-01-17
SAN DONÀ DI PIAVE,ITALIA,VE,2001-08-17
SAN DONÀ DI PIAVE,ITALIA,VE,2019-10-30
MORGANO,ITALIA,TV,2017-11-11
CASTELFRANCO EMILIA,ITALIA,MO,2018-01-10
SPRESIANO,ITALIA,TV,2005-11-17
SAN DONÀ DI PIAVE,ITALIA,VE,2019-05-14
CASTELFRANCI,ITALIA,AV,2016-10-20
SPRESIANO,ITALIA,TV,2005-11-17
SPRESIANO,ITALIA,TV,2005-11-17
SAN DONÀ DI PIAVE,ITALIA,VE,2018-03-28
SAN DONÀ DI PIAVE,ITALIA,VE,2015-12-15
TREVISO,ITALIA,TV,2005-01-17
TREVISO,ITALIA,TV,2013-01-23
SAN DONÀ DI PIAVE,ITALIA,VE,2002-07-26
SAN DONÀ DI PIAVE,ITALIA,VE,2016-04-22
SAN DONÀ DI PIAVE,ITALIA,VE,2013-09-09
SAN DONÀ DI PIAVE,ITALIA,VE,2012-02-21
SAN DONÀ DI PIAVE,ITALIA,VE,2010-06-30
PORTO SANT'ELPIDIO,ITALIA,FM,2020-09-02
SAN DONÀ DI PIAVE,ITALIA,VE,2000-04-07
SAN DONÀ DI PIAVE,ITALIA,VE,2002-09-17
CAORLE,ITALIA,VE,2016-04-21
ERACLEA,ITALIA,VE,2016-01-08
SAN DONÀ DI PIAVE,ITALIA,VE,2005-04-01
CAORLE,ITALIA,VE,2005-03-15
,GERMANIA,,2004-04-30
SAN DONÀ DI PIAVE,ITALIA,VE,2016-10-11
CAORLE,ITALIA,VE,2014-10-08
MUSILE DI PIAVE,ITALIA,VE,2020-08-12
GUARENE,ITALIA,CN,2014-01-07
FIUMICINO,ITALIA,RM,2008-01-10
VENEZIA,ITALIA,VE,2006-01-03
VENEZIA,ITALIA,VE,2006-01-03
TORRE DI MOSTO,ITALIA,VE,2012-06-19
MEOLO,ITALIA,VE,2013-02-26
SAN DONÀ DI PIAVE,ITALIA,VE,2002-02-06
SAN DONÀ DI PIAVE,ITALIA,VE,2004-04-27
SAN DONÀ DI PIAVE,ITALIA,VE,2002-03-08
SAN DONÀ DI PIAVE,ITALIA,VE,2005-08-27
SAN MICHELE AL TAGLIAMENTO,ITALIA,VE,2008-08-05
SAN DONÀ DI PIAVE,ITALIA,VE,2003-08-28
MUSILE DI PIAVE,ITALIA,VE,2005-05-14
SAN DONÀ DI PIAVE,ITALIA,VE,2005-05-30
SAN DONÀ DI PIAVE,ITALIA,VE,2014-08-09
SAN DONÀ DI PIAVE,ITALIA,VE,2012-04-14
MUSILE DI PIAVE,ITALIA,VE,2016-10-13
MARENO DI PIAVE,ITALIA,TV,2005-01-03
MODICA,ITALIA,RG,2020-09-10
GATTICO-VERUNO,ITALIA,NO,2019-10-04
MUSILE DI PIAVE,ITALIA,VE,2017-03-27
